client_name,invoice_number,invoice_date,due_date,item_description,item_quantity,item_total_price,tax,discount,total,payment_due_date,bank_name,account_number,payment_method
Smith-Peterson,35494837,04/02/2019,,Dont Sweat the Small Stuff and Its All Small Stuff: Simple Ways to Keep,"2,00","9,88","8,72",,"95,94",,,GB56QACY43932160774116,
Smith-Peterson,35494837,04/02/2019,,House of Earth: A Novel by Woody Guthrie,"3,00","14,82","8,72",,"95,94",,,GB56QACY43932160774116,
Smith-Peterson,35494837,04/02/2019,,Rod: The Autobiography by Rod Stewart,"4,00","19,76","8,72",,"95,94",,,GB56QACY43932160774116,
Smith-Peterson,35494837,04/02/2019,,Entertaining,"4,00","19,76","8,72",,"95,94",,,GB56QACY43932160774116,
Smith-Peterson,35494837,04/02/2019,,"Warman's Star Wars Field Guide by Wells, Stuart W., III","5,00","31,73","8,72",,"95,94",,,GB56QACY43932160774116,
Kirby-Charles,76588527,11/21/2018,,"Nintendo 64 Console with Box, Foam and extra oem controller","1,00","132,00","68,00",,"747,96",,,GB27XROJ22702702939702011,
Kirby-Charles,76588527,11/21/2018,,Sony PlayStation 3 150GB Charcoal Black Console (Used),"4,00","615,96","68,00",,"747,96",,,GB27XROJ22702702939702011,
Flynn-Anderson,85736423,10/06/2019,,Microsoft Xbox One 500GB 1540 Black Game Console TESTED Complete,"4,00","615,96","196,48",,"2,161,30",,,GB67VUSS69448922023728,
Flynn-Anderson,85736423,10/06/2019,,New Nintendo 2DS XL Console Black/Turquoise w/ Mario Kart 7 Preinstalled -JA1141,"3,00","428,97","196,48",,"2,161,30",,,GB67VUSS69448922023728,
Flynn-Anderson,85736423,10/06/2019,,Sega V Saturn Victor Console RG-JX1 Gray Tested Working Japan,"5,00","604,94","196,48",,"2,161,30",,,GB67VUSS69448922023728,
Flynn-Anderson,85736423,10/06/2019,,B400 Nintendo 3DS console Gloss Pink Japan X,"1,00","16,49","196,48",,"2,161,30",,,GB67VUSS69448922023728,
Flynn-Anderson,85736423,10/06/2019,,Sega Genesis System Console Controller Games Bundle,"5,00","494,95","196,48",,"2,161,30",,,GB67VUSS69448922023728,
"Knight, Contreras and Roberts",50368630,10/08/2018,,6'x3'' Black Marble Dining Center Table Top Marquetry Inlay Outdoor Decor H3420A,"5,00","783,60","3,329,40",,"36,623,38",,,GB68RGWY69259946979217,
"Knight, Contreras and Roberts",50368630,10/08/2018,,Hardwood Insect Pinning Block Contains 9 Holes with Same Heights for Pin,"3,00","44,42","3,329,40",,"36,623,38",,,GB68RGWY69259946979217,
"Knight, Contreras and Roberts",50368630,10/08/2018,,36'' Round Marble Dining Table Lapis Mosaic Floral Inlay Furniture Decorates B397,"3,00","4,917,00","3,329,40",,"36,623,38",,,GB68RGWY69259946979217,
Charles-Garner,16575103,07/03/2016,,Working Super Nintendo SNES Original System Console w/ Mario World!,"3,00","280,50","25,50",,"280,50",,,GB89DLGE94252454144602,
Bishop-Taylor,84404809,09/11/2011,,Pictures From a Distant Country: Seeing America Through Old Paper Money,"5,00","76,12","11,19",,"123,09",,,GB265VMT24500832022977,
Bishop-Taylor,84404809,09/11/2011,,Arnold Ehret RATIONAL FASTING 1971 paperback collector's edition,"3,00","22,27","11,19",,"123,09",,,GB265VMT24500832022977,
Bishop-Taylor,84404809,09/11/2011,,Walleye wisdom,"5,00","24,70","11,19",,"123,09",,,GB265VMT24500832022977,
Harris-Jones,14941401,07/28/2020,,Xbox One S 1 TB Console,"1,00","165,00","55,00",,"605,00",,,,
Harris-Jones,14941401,07/28/2020,,"Sony PlayStation 2 Fat Console
PS2 SCPH-30001","5,00","440,00","55,00",,"605,00",,,,
Roberts-Wolfe,40345107,04/02/2013,,"New Wallis black floral midi dress sleeveles, size UK 12","2,00","83,60","15,94",,"175,30",,,GB87WTNX68187420702306,
Roberts-Wolfe,40345107,04/02/2013,,Caslon Blue White Sleeveless Belted Ruffle Rayon Dress Sz L,"4,00","21,96","15,94",,"175,30",,,GB87WTNX68187420702306,
Roberts-Wolfe,40345107,04/02/2013,,Lulus Women's Black Bell Sleeve Floral Swing Dress Size S,"2,00","50,49","15,94",,"175,30",,,GB87WTNX68187420702306,
Roberts-Wolfe,40345107,04/02/2013,,Cherry Halter Rockabilly Black Summer Dress Size 3/4,"5,00","19,25","15,94",,"175,30",,,GB87WTNX68187420702306,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,Rebecca Minkoff Black Polyester Fringe and Lambskin Dress Sz 12,"5,00","54,95","81,26",,"893,82",,,GB95WMPC16489175429181,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,Cabi 5610 Striped White Blue Launch Maxi Dress Womens Sz M,"4,00","215,56","81,26",,"893,82",,,GB95WMPC16489175429181,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,R&M; RICHARDS WOMAN'S BLUE PRINT LONG DRESS WITH SHRUG JACKET SIZE 18W NWT,"5,00","164,94","81,26",,"893,82",,,GB95WMPC16489175429181,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,Zara Yellow Shift Dress XS,"1,00","27,23","81,26",,"893,82",,,GB95WMPC16489175429181,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,New Young Fabulous Broke Yfb Blue Ombre Overlay Halter Maxi Dress Sz Medium $286,"3,00","181,50","81,26",,"893,82",,,GB95WMPC16489175429181,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,Forever 21 Blue A-Line Dress SIZE MEDIUM,"5,00","82,45","81,26",,"893,82",,,GB95WMPC16489175429181,
"Coleman, McCoy and Cooper",77725914,09/01/2018,,"New Wallis black floral midi dress sleeveles, size UK 12","4,00","167,20","81,26",,"893,82",,,GB95WMPC16489175429181,
Mckay PLC,56014042,10/01/2014,,Jordan Hydro 2 (TD)-Child Size,"2,00","12,65","5,95",,"65,45",,,GB08KXQT197119711661357354,
Mckay PLC,56014042,10/01/2014,,Sketchers Energy Lights Boys Black Canvas Size 4 With Charging Cable,"4,00","52,80","5,95",,"65,45",,,GB08KXQT197119711661357354,
"Rich, White and Ryan",39190235,02/18/2019,,Nintendo Wii U WUP-101(02) 32GB Console - Black US Model,"4,00","176,00","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Rich, White and Ryan",39190235,02/18/2019,,"Microsoft Xbox One S 1TB Console - ""All Digital"" Edition (Games NOT Included)","3,00","659,97","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Rich, White and Ryan",39190235,02/18/2019,,B360 Nintendo 2DS console Blue Japan,"2,00","65,98","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Rich, White and Ryan",39190235,02/18/2019,,Nintendo Switch Lite Turquoise Blue CONSOLE ONLY No Charger [B4-3],"3,00","445,50","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Rich, White and Ryan",39190235,02/18/2019,,Handheld Video Game Console 400 in 1 Mini Retro Console Built in Video Games,"4,00","70,36","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Rich, White and Ryan",39190235,02/18/2019,,"PlayStation 5 Console Disc Version ""PREORDER""DDO","1,00","989,99","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Rich, White and Ryan",39190235,02/18/2019,,Black Nintendo Wii Console Bundle RVL-101 with 2 Controllers & Cords,"1,00","98,99","227,89",,"2,506,78",,,GB45)VBR10053464887315,
"Moran, Taylor and Myers",43453121,03/24/2021,,"One Pebbled Confetti Glass Wine Water Goblet 12 OZ 8"" tall","1,00","9,89","18,28",,"201,06",,,GB530LRW11043792655355,
"Moran, Taylor and Myers",43453121,03/24/2021,,Twas The Nightcap Before Christmas Rosy Red Felt Fabric Wine Bottle Cover,"4,00","74,58","18,28",,"201,06",,,GB530LRW11043792655355,
"Moran, Taylor and Myers",43453121,03/24/2021,,Vintage Set of 3 Cobalt Blue Glass Wine Glasses / Water Goblets Barware Stemware,"4,00","105,60","18,28",,"201,06",,,GB530LRW11043792655355,
"Moran, Taylor and Myers",43453121,03/24/2021,,Mikasa Cheers Metallics Gold 14oz Wine Glasses With Original Stickers -Set Of 2,"1,00","10,99","18,28",,"201,06",,,GB530LRW11043792655355,
Ramirez and Sons,53989435,11/29/2013,,"18"" Marble Coffee Table Top","2,00","782,50","1,677,69",,"18,454,56",,,GB72MPLA40218951670741,
Ramirez and Sons,53989435,11/29/2013,,"Lapis Collectible Floral Inlay Kitchen Decors W335
6'x3'' Multi Pietra Dura Design","3,00","17,672,06","1,677,69",,"18,454,56",,,GB72MPLA40218951670741,
Ramirez and Sons,53989435,11/29/2013,,"Marble Dining Room Table Top
Furniture Decor E764",,,"1,677,69",,"18,454,56",,,GB72MPLA40218951670741,
Orr-Morales,38996645,02/16/2015,,LuLaRoe Nicole Dress Size Medium 12,"5,00","10,94","27,49",,"302,39",,,GB11ILRS63036524830415,
Orr-Morales,38996645,02/16/2015,,Elisa Cavaletti Daniela Dallavalle Shift Dress Grey And White .Size M,"4,00","264,00","27,49",,"302,39",,,GB11ILRS63036524830415,
Orr-Morales,38996645,02/16/2015,,NWT Boohoo Sabra Emerald Green Floral Ruffle Dress Sz 12,"5,00","27,45","27,49",,"302,39",,,GB11ILRS63036524830415,
"New Angela,",27484701,11/16/2017,,Nintendo Gameboy Pocket Console Green with Box MGB-001 Japan Tested Working,"5,00","357,50","565,48",,"6,220,32",,,GB72ZCCA11270035116831,
"New Angela,",27484701,11/16/2017,,Nintendo DS Lite Onyx Black System Console & 6 games Mario Charger Stylus,"1,00","76,99","565,48",,"6,220,32",,,GB72ZCCA11270035116831,
"New Angela,",27484701,11/16/2017,,Nintendo Game Boy Micro Console - Black (OXYSFBB),"4,00","572,00","565,48",,"6,220,32",,,GB72ZCCA11270035116831,
"New Angela,",27484701,11/16/2017,,"SONY Playstation2 Console SCPH-39000 ""Aqua Color""/ TESTED 11182","5,00","330,00","565,48",,"6,220,32",,,GB72ZCCA11270035116831,
"New Angela,",27484701,11/16/2017,,Nintendo Wii Console RVL-001 GameCube Compatible Bundle W Controllers Games Cord,"2,00","208,89","565,48",,"6,220,32",,,GB72ZCCA11270035116831,
"New Angela,",27484701,11/16/2017,,Sony PlayStation 5 Console - PS5- PRESALE- Disc Version Pre Order Confirmed,"5,00","4,674,95","565,48",,"6,220,32",,,GB72ZCCA11270035116831,
Moss Inc,26838088,05/16/2017,,Quilts of Illusion,"4,00","25,48","15,88",,"174,65",,,GB44YXUC66955506983383,
Moss Inc,26838088,05/16/2017,,Photosynthesis by Rabinowitch,"4,00","49,76","15,88",,"174,65",,,GB44YXUC66955506983383,
Moss Inc,26838088,05/16/2017,,The Puzzle Palace,"1,00","4,94","15,88",,"174,65",,,GB44YXUC66955506983383,
Moss Inc,26838088,05/16/2017,,A History of the Indians of the United States (The,"2,00","9,88","15,88",,"174,65",,,GB44YXUC66955506983383,
Moss Inc,26838088,05/16/2017,,That Quail Robert,"5,00","26,90","15,88",,"174,65",,,GB44YXUC66955506983383,
Moss Inc,26838088,05/16/2017,,"The Complete Illustrated Works of Lewis Carroll by Carroll, Lewis Hardback Book","5,00","57,70","15,88",,"174,65",,,GB44YXUC66955506983383,
Cunningnam-Wilams,15685761,05/15/2017,,O-Zone,"3,00","14,82","1,35",,"14,82",,,GB87MEYL81682373700045,
"Gordon, Crawford and Jacobs",28753573,07/28/2012,,Vina Wine bottle opener set NIB,5,"65,97","6,00",,"65,97",,,GB890YRM56667359406013,
Ochoa and Sons,96452603,03/12/2016,,Checkered Gabbeh Kashkoli Oriental Area Rug Contemporary Hand-knotted 6x8 Carpet,"1,00","458,96","41,72",,"458,96",,,GB87HELM08059044991734,
Ward-Lindsey,55236311,10/21/2017,,Nightmares in the Sky: Gargoyles and Grotesques,"5,00","41,25","12,70",,"139,66",,,GB43XGPY43263353953673,
Ward-Lindsey,55236311,10/21/2017,,Spectacular Ireland Coffee Table Book - very large,"1,00","11,00","12,70",,"139,66",,,GB43XGPY43263353953673,
Ward-Lindsey,55236311,10/21/2017,,Midnight Sun(Twilight) by Stephenie Meyer I Hardback UK Edition,"3,00","82,47","12,70",,"139,66",,,GB43XGPY43263353953673,
Ward-Lindsey,55236311,10/21/2017,,The Fifty Greatest Conspiracies of All Time History S Biggest Myster,"1,00","4,94","12,70",,"139,66",,,GB43XGPY43263353953673,
Byrd-George,38794127,03/11/2013,,Motorcycle Journeys Through North America: A Guide for Choosing and Planning...,"1,00","6,60","31,43",,"345,74",,,GB42RSNX91054688096075,
Byrd-George,38794127,03/11/2013,,King Arthur And His Knights New Sealed Illustrated Leather Bound Gift Hardback,"5,00","109,94","31,43",,"345,74",,,GB42RSNX91054688096075,
Byrd-George,38794127,03/11/2013,,Java How to Program 8th Edition,"4,00","22,97","31,43",,"345,74",,,GB42RSNX91054688096075,
Byrd-George,38794127,03/11/2013,,In the Footsteps of the Russian Snowman (Paperback or Softback),"1,00","28,46","31,43",,"345,74",,,GB42RSNX91054688096075,
Byrd-George,38794127,03/11/2013,,The Black (Morpheus Road),"3,00","14,82","31,43",,"345,74",,,GB42RSNX91054688096075,
Byrd-George,38794127,03/11/2013,,Nutcracker Christmas Tales New Sealed Illustrated Leather Bound Deluxe Hardback,"4,00","153,96","31,43",,"345,74",,,GB42RSNX91054688096075,
Byrd-George,38794127,03/11/2013,,Language and Woman's Place by Robin Lakoff,"2,00","9,00","31,43",,"345,74",,,GB42RSNX91054688096075,
Miranda-Nielsen,37535203,07/13/2015,,Q&A a Day: 5-Year Journal,"3,00","14,82","43,25",,"475,75",,,GB30ICA043176037560423,
Miranda-Nielsen,37535203,07/13/2015,,Poor Charlie's Almanack The Wit and Wisdom of Charles T Munger 3rd Ed. BRAND NEW,"5,00","357,23","43,25",,"475,75",,,GB30ICA043176037560423,
Miranda-Nielsen,37535203,07/13/2015,,Against All Odds: The Untold Story of Canada's Unlikely Hockey Heroes,"5,00","24,26","43,25",,"475,75",,,GB30ICA043176037560423,
Miranda-Nielsen,37535203,07/13/2015,,Enough By Helen Roseveare,"3,00","29,24","43,25",,"475,75",,,GB30ICA043176037560423,
Miranda-Nielsen,37535203,07/13/2015,,Waterfowl Illustrated,"4,00","25,52","43,25",,"475,75",,,GB30ICA043176037560423,
Miranda-Nielsen,37535203,07/13/2015,,The Messiah,"5,00","24,70","43,25",,"475,75",,,GB30ICA043176037560423,
Arnold Group,11764566,06/01/2018,,Beach Lunch Lounge Striped Shirt Dress Large Navy Blue White Long Sleeve Causal,"4,00","74,76","8,89",,"97,75",,,GB95PID043304500567068,
Arnold Group,11764566,06/01/2018,,NWT dRA M White Embroidered Nathalie Bohemian Mini Dress,"1,00","22,99","8,89",,"97,75",,,GB95PID043304500567068,
Keller Inc,79434652,06/22/2013,,Dont Sweat the Small Stuff and Its All Small Stuff: Simple Ways to Keep,"1,00","4,94","21,01",,"231,12",,,GB05FZ5B29082242149094,
Keller Inc,79434652,06/22/2013,,Book: The Lee-Enfield by lan Skennerton-Signed Edition,"2,00","208,89","21,01",,"231,12",,,GB05FZ5B29082242149094,
Keller Inc,79434652,06/22/2013,,The Last Kings of Shanghai by Jonathan Kaufman,"3,00","9,87","21,01",,"231,12",,,GB05FZ5B29082242149094,
Keller Inc,79434652,06/22/2013,,Arnold Ehret RATIONAL FASTING 1971 paperback collector's edition,"1,00","7,43","21,01",,"231,12",,,GB05FZ5B29082242149094,
Kim-Mueller,29494035,04/09/2016,,Nintendo Wii U WUP-101(02) 32GB Console - Black US Model,"2,00","88,00","198,99",,"2,188,91",,,GB15XXHZ27535082499956,
Kim-Mueller,29494035,04/09/2016,,Nintendo Wii Console Complete Bundle w/extras tested,"4,00","461,96","198,99",,"2,188,91",,,GB15XXHZ27535082499956,
Kim-Mueller,29494035,04/09/2016,,Nintendo Wii New Super Mario Bros Console System Bundle Gamecube Compatible,"1,00","98,99","198,99",,"2,188,91",,,GB15XXHZ27535082499956,
Kim-Mueller,29494035,04/09/2016,,Animal Crossing Downloaded 3DS Nintendo Multi Color Game Console White with BOX,"1,00","170,47","198,99",,"2,188,91",,,GB15XXHZ27535082499956,
Kim-Mueller,29494035,04/09/2016,,Microsoft Xbox One X 1TB 4k Ultra HD Console black controller works great 1787,"5,00","1,369,50","198,99",,"2,188,91",,,GB15XXHZ27535082499956,
"Cruz, Martinez and Jones",15665127,11/03/2020,,Custom Build Dell Desktop Computer i5 16GB I 2TB SSD Windows 10 PC WiFi DVD,"3,00","326,70","213,25",,"2,345,76",,,GB59TOAH68983697464363,
"Cruz, Martinez and Jones",15665127,11/03/2020,,Dell OptiPlex 9020 SFF DVD-RW/Barebone PC Desktop Computer NO OS/CPU/HDD/RAM,"2,00","109,98","213,25",,"2,345,76",,,GB59TOAH68983697464363,
"Cruz, Martinez and Jones",15665127,11/03/2020,,Dell Precision Workstation Computer Intel Xeon Quad Core 16GB 1TB Windows 10 Pro,"2,00","305,80","213,25",,"2,345,76",,,GB59TOAH68983697464363,
"Cruz, Martinez and Jones",15665127,11/03/2020,,Dell Desktop Computer Optiplex 790 USFF Core i3 4GB 250GB HD Windows 10 Pro PC,"4,00","439,78","213,25",,"2,345,76",,,GB59TOAH68983697464363,
"Cruz, Martinez and Jones",15665127,11/03/2020,,AMD Quad Core Custom Built Gaming PC Computer Desktop 16GB 2TB Blue LED,"2,00","1,121,98","213,25",,"2,345,76",,,GB59TOAH68983697464363,
"Cruz, Martinez and Jones",15665127,11/03/2020,,HP T520 Thin Client Computer AMD GX-212JC 1.2GHz 4GB RAM TESTED !IREAD BELOW!!,"1,00","41,53","213,25",,"2,345,76",,,GB59TOAH68983697464363,
Carey PLC,39338291,03/07/2017,,Day Trading Joe Ross New Hard cover English edition,"2,00","275,00","25,00",,"275,00",,,GB66CTFL04031775387975,
Smith-Haynes,10541959,02/19/2017,,Women Sexy Lingerie Lace Dress Underwear Babydoll Sleepwear G-string Bikini Lot,"1,00","1,09","2,61",,"28,75",,,GB35DSTQ64817325575579,
Smith-Haynes,10541959,02/19/2017,,NWT Boohoo Sabra Emerald Green Floral Ruffle Dress Sz 12,"4,00","21,96","2,61",,"28,75",,,GB35DSTQ64817325575579,
Smith-Haynes,10541959,02/19/2017,,Sexy Lingerie Lace Dress Babydoll Women's Underwear Nightwear Sleepwear G-string,"1,00","5,71","2,61",,"28,75",,,GB35DSTQ64817325575579,
"Chavez, Harrell and Parker",74782862,02/17/2012,,Nike Air Jordan 7 Retro BG 'Bordeaux' 2015 304774-034 GS Youth Size 4Y,"4,00","351,78","151,40",,"1,665,40",,,GB57KWUS83875752576575,
"Chavez, Harrell and Parker",74782862,02/17/2012,,Under Armour UA Curry 3 Black/Black Size 6Y,"2,00","10,78","151,40",,"1,665,40",,,GB57KWUS83875752576575,
"Chavez, Harrell and Parker",74782862,02/17/2012,,UGG Australia Girl's Classic Short RED Hearts Boots 3 YOUTH - NEW,"4,00","351,96","151,40",,"1,665,40",,,GB57KWUS83875752576575,
"Chavez, Harrell and Parker",74782862,02/17/2012,,PUMA RS DREAMER SUPER MARIO 64 NINTENDO Little Kids US 2.5,"4,00","550,00","151,40",,"1,665,40",,,GB57KWUS83875752576575,
"Chavez, Harrell and Parker",74782862,02/17/2012,,Kids Jordan 7 Retro Sz 2y,"1,00","79,20","151,40",,"1,665,40",,,GB57KWUS83875752576575,
"Chavez, Harrell and Parker",74782862,02/17/2012,,PUMA Pre-School Scuderia Ferrari Drift Cat 5 Ultra II Shoes Boys 12c,"2,00","46,68","151,40",,"1,665,40",,,GB57KWUS83875752576575,
"Chavez, Harrell and Parker",74782862,02/17/2012,,Jordan Nike Kid Air 1 Retro High Black Gray Elephant Size 7Y 838850-013,"5,00","275,00","151,40",,"1,665,40",,,GB57KWUS83875752576575,
Elliott-Cole,60400209,10/02/2017,,RICOSTA BGE boys everyday casual sandals NEW Size 33/ US,"2,00","99,00","23,38",,"257,19",,,GB81EOTC18830149895987,
Elliott-Cole,60400209,10/02/2017,,Blueteeth LED Galaxy Projector Starry Night Lamp Star Projection Night Light USB,"4,00","125,36","23,38",,"257,19",,,GB81EOTC18830149895987,
Elliott-Cole,60400209,10/02/2017,,Kid's Unicorn Sunglasses Girls Rainbow Mythical Fashion Shades,"3,00","32,83","23,38",,"257,19",,,GB81EOTC18830149895987,
"Long, Mcclain and Harmon",38166771,08/09/2018,,TWO NEW CORK CAGE ORNAMENTS: Wine Barrel & Wine Bottle Bar Tree Decorations!,"4,00","51,70","4,70",,"51,70",,,GB18PBRY53125032150953,
Dalton-Pope,62312762,03/08/2019,,Fluffy Floor Mat Anti-Skid,"5,00","21,40","98,19",,"1,080,08",,,GB02NXHR064006400921861370,
Dalton-Pope,62312762,03/08/2019,,Shaggy Area Rugs Dining Living Room Carpet Home Decor Handmade Tribal Geometric Design 4X6 Indo-Gabbeh Oriental Rug Kids Room Carpet,"2,00","599,72","98,19",,"1,080,08",,,GB02NXHR064006400921861370,
Dalton-Pope,62312762,03/08/2019,,Striped Contemporary Gabbeh Kashkoli Oriental Area Rug Handmade Wool Carpet 6x8,"1,00","458,96","98,19",,"1,080,08",,,GB02NXHR064006400921861370,
"Green, Oliver and Smith",79917076,05/13/2021,,2 Gaming Computers,"4,00","720,00","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Green, Oliver and Smith",79917076,05/13/2021,,W5 Pro Mini Pocket PC Windows,"2,00","261,80","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Green, Oliver and Smith",79917076,05/13/2021,,10 Computer Stick Intel Z8350 Quad Core,"4,00","803,96","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Green, Oliver and Smith",79917076,05/13/2021,,Custom Built Windows 98 Retro Gaming Industrial PC Computer P2 B Montego II 5GB,"5,00","3,401,70","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Green, Oliver and Smith",79917076,05/13/2021,,Fast i7 RGB Gaming Desktop PC,"4,00","3,476,00","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Green, Oliver and Smith",79917076,05/13/2021,,"HP Computer 8300 Elite USDT, 13-322003.3GHz, 8GB RAM, NO HDD, Windows 7/10 COA","5,00","346,50","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Green, Oliver and Smith",79917076,05/13/2021,,"Dell Desktop PC Computer Core 2 Duo CPU 500GB 4GB Dual 19"" LCD Wifi Windows 10","3,00","478,33","1,408,03",,"15,488,29",,,GB38DYOK25151888627789,
"Wong, Le and Hall",35050964,11/18/2011,,Sperry Top-Sider Boys Toddlers Lace Tie Boat Shoes Brown 13M New,"4,00","165,84","60,37",,"664,02",,,GB06RRZ129931514103942,
"Wong, Le and Hall",35050964,11/18/2011,,Deer Stag Kids Landry Boys Lace Up Sneakers Gray/Blue Size 6,"3,00","95,67","60,37",,"664,02",,,GB06RRZ129931514103942,
"Wong, Le and Hall",35050964,11/18/2011,,Durango Lil' Little Kid Saddle Western Casual Western Tan Boys - Size 2 M,"1,00","74,80","60,37",,"664,02",,,GB06RRZ129931514103942,
"Wong, Le and Hall",35050964,11/18/2011,,Lotto Youth Boys Fuerzapura L500 Jr Soccer Cleats Size 2.5 White Blue M6147 2.5Y,"3,00","65,97","60,37",,"664,02",,,GB06RRZ129931514103942,
"Wong, Le and Hall",35050964,11/18/2011,,Kids Jordan 7 Retro Sz 2y,"1,00","79,20","60,37",,"664,02",,,GB06RRZ129931514103942,
